,발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
205,2018,2018-01-01 22:10,야,월,1,1,0,0,0,전북,완주군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,968303.0,1771557.5,127.1485756,35.94019705
206,2018,2018-05-05 16:10,주,토,1,1,0,0,0,전북,완주군,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,이륜차,이륜차,965596.0,1745987.5,127.1196652,35.70956611
207,2018,2018-06-12 17:00,주,화,1,1,0,0,0,전북,무주군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1013218.0,1761013.0,127.6463738,35.84555199
208,2018,2018-07-18 23:51,야,수,1,5,3,1,0,충남,서천군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,925636.0,1789649.0,126.6738577,36.1009747
209,2018,2018-08-20 01:38,야,월,1,3,1,1,0,충남,당진시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,928905.0,1877131.0,126.7021221,36.88981099
210,2018,2018-03-15 05:20,야,목,1,2,0,1,0,충남,당진시,차대차,추돌,추돌,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,화물차,화물차,935504.0,1881762.0,126.7757805,36.93202828
211,2018,2018-07-30 09:50,주,월,1,1,0,0,0,전남,신안군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,화물차,화물차,보행자,보행자,882468.0,1674613.0,126.2111012,35.05974476
212,2018,2018-07-29 03:48,야,일,1,1,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,897797.0,1646813.0,126.3825787,34.81077484
213,2018,2018-03-07 00:03,야,수,1,3,1,1,0,전남,신안군,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,승용차,승용차,856794.0,1636494.0,125.9361609,34.71281352
214,2018,2018-12-23 05:40,야,일,1,1,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로부근,승용차,승용차,보행자,보행자,1020123.0,1637788.0,127.7198137,34.73432197
215,2018,2018-08-28 16:23,주,화,1,1,0,0,0,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1022516.8,1638863.9,127.745991,34.74397417
216,2018,2018-01-27 13:12,주,토,1,1,0,0,0,전남,순천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1002707.0,1661757.0,127.5296474,34.95066136
217,2018,2018-09-03 22:50,야,월,1,1,0,0,0,전남,순천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,998613.0,1662448.0,127.4848082,34.95689512
218,2018,2018-10-29 13:19,주,월,1,1,0,0,0,전남,순천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,교량위,화물차,화물차,보행자,보행자,978504.0,1667843.0,127.2644167,35.00531672
219,2018,2018-04-16 14:47,주,월,1,1,0,0,0,전남,순천시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,농기계,농기계,993662.0,1687072.0,127.4303919,35.17891906
220,2018,2018-10-31 08:45,주,수,1,2,0,1,0,전남,순천시,차대차,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,화물차,화물차,1003346.0,1663815.0,127.5366541,34.96921746
221,2018,2018-07-21 09:10,주,토,1,1,0,0,0,전남,나주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,936757.0,1672454.0,126.8065634,35.04514286
222,2018,2018-11-26 13:20,주,월,1,1,0,0,0,전남,나주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,보행자,보행자,929023.0,1671271.0,126.7218705,35.033962
223,2018,2018-09-07 18:30,야,금,1,3,2,0,0,전남,장흥군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,938419.0,1639943.0,126.8271803,34.75209505
224,2018,2018-08-22 13:50,주,수,1,1,0,0,0,전남,고흥군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),승용차,승용차,970729.0,1623178.0,127.180765,34.60235069
225,2018,2018-09-30 03:55,야,일,1,1,0,0,0,전남,고흥군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,984495.8,1642639.4,127.3305502,34.77815135
226,2018,2018-12-05 06:48,주,수,1,1,0,0,0,전남,해남군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,913005.0,1607437.0,126.5528756,34.45714479
227,2018,2018-07-28 11:20,주,토,1,1,0,0,0,전남,보성군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,화물차,화물차,969300.0,1641222.0,127.1645246,34.76502532
228,2018,2018-12-06 22:05,야,목,1,1,0,0,0,전남,영광군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,910967.0,1694868.0,126.5214004,35.2452799
229,2018,2018-09-21 17:35,주,금,1,2,0,1,0,전남,영광군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,911832.0,1694240.0,126.5309741,35.23969448
230,2018,2018-04-01 10:40,주,일,1,1,0,0,0,전남,영광군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,912308.0,1698455.0,126.535755,35.27773775
231,2018,2018-07-01 16:15,주,일,1,1,0,0,0,전남,영광군,차량단독,전복,전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,916990.7,1700693.9,126.5870125,35.29832279
232,2018,2018-06-28 14:20,주,목,1,1,0,0,0,전남,화순군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,946611.0,1666782.0,126.9149678,34.99456819
233,2018,2018-11-03 18:10,야,토,1,1,0,0,0,전남,영암군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,농기계,농기계,없음,없음,933757.6,1650557.9,126.7754174,34.84751776
234,2018,2018-01-10 09:50,주,수,1,2,1,0,0,전남,영암군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,898432.5,1640756.3,126.3902573,34.75623083
235,2018,2018-03-19 02:10,야,월,1,1,0,0,0,전남,장성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,946635.0,1710975.0,126.9123684,35.39304357
236,2018,2018-01-29 07:10,주,월,1,1,0,0,0,전남,장성군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,자전거,자전거,933136.0,1702770.0,126.7644044,35.31825149
237,2018,2018-06-01 20:30,야,금,1,1,0,0,0,전남,담양군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,958892.0,1706220.0,127.047572,35.35075073
238,2018,2018-09-20 13:30,주,목,1,1,0,0,0,전남,담양군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,이륜차,이륜차,944284.0,1696249.6,126.8874838,35.26014423
239,2018,2018-03-25 15:50,주,일,1,2,0,1,0,전남,무안군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,화물차,화물차,이륜차,이륜차,897543.2,1668693.7,126.3771213,35.0080223
240,2018,2018-05-25 09:26,주,금,1,1,0,0,0,전남,무안군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,사륜오토바이(ATV),사륜오토바이(ATV),902255.0,1657713.0,126.4300399,34.90948784
241,2018,2018-10-02 23:45,야,화,1,1,0,0,0,전남,무안군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,907950.8,1667906.7,126.4912542,35.00192822
242,2018,2018-12-30 20:40,야,일,1,1,0,0,0,전남,광양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1018075.0,1659802.0,127.697917,34.93287451
243,2018,2018-12-02 22:05,야,일,1,1,0,0,0,전남,구례군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,998724.0,1690305.0,127.4859811,35.20809071
244,2018,2018-02-12 15:20,주,월,1,1,0,0,0,전북,익산시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,964244.0,1781101.0,127.1031439,36.02609871
245,2018,2018-12-18 02:15,야,화,1,1,0,0,0,경북,경주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,화물차,없음,없음,1164206.0,1748995.0,129.3155153,35.72358527
246,2018,2018-08-07 21:50,야,화,1,1,0,0,0,경북,경주시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1164237.0,1756130.0,129.3173198,35.78787906
247,2018,2018-05-11 19:45,야,금,1,1,0,0,0,경북,경주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1163717.0,1754243.0,129.3111826,35.77096069
248,2018,2018-12-19 18:32,야,수,1,1,0,0,0,경북,경주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1164050.0,1748956.0,129.3137833,35.72325982
249,2018,2018-05-25 20:07,야,금,1,1,0,0,0,경북,경주시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),승용차,승용차,1157520.0,1775625.0,129.2468802,35.96466697
250,2018,2018-09-21 05:57,야,금,1,1,0,0,0,경북,포항시,차대사람,보도통행중,보도통행중,운전자법규위반,과속,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1168076.0,1783982.0,129.3656648,36.03821231
251,2018,2018-09-21 21:54,야,금,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,1169148.0,1786031.0,129.3779971,36.05649018
252,2018,2018-08-09 00:10,야,목,1,1,0,0,0,경북,포항시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,고가도로위,이륜차,이륜차,없음,없음,1167540.0,1783964.0,129.3597142,36.03814252
253,2018,2018-06-05 04:45,야,화,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1167344.0,1783097.0,129.3573561,36.03036358
254,2018,2018-01-22 18:20,야,월,1,1,0,0,0,경북,안동시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,이륜차,이륜차,1107647.0,1839358.0,128.702702,36.54590619
255,2018,2018-05-05 12:35,주,토,1,1,0,0,0,경북,안동시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1097109.0,1842120.0,128.5853329,36.57193071
256,2018,2018-12-27 10:46,주,목,1,1,0,0,0,경북,안동시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,승용차,없음,없음,1116366.0,1857303.0,128.802814,36.7066163
257,2018,2018-12-11 02:15,야,화,1,1,0,0,0,경북,안동시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1133871.0,1845360.0,128.9966555,36.59668176
258,2018,2018-10-09 21:55,야,화,1,1,0,0,0,경북,김천시,차대사람,차도통행중,차도통행중,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,승용차,보행자,보행자,1059140.0,1794197.0,128.1573652,36.14302239
259,2018,2018-02-09 10:30,주,금,1,1,0,0,0,경북,의성군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1106970.0,1818636.0,128.6922772,36.35920865
260,2018,2018-07-14 10:55,주,토,1,1,0,0,0,경북,의성군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,자전거,자전거,1119627.0,1821880.0,128.8338174,36.38695578
261,2018,2018-10-22 19:25,야,월,1,1,0,0,0,경북,영주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1089653.0,1867900.0,128.505033,36.80502864
262,2018,2018-07-21 14:25,주,토,1,3,2,0,0,경북,영주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,승용차,승용차,1091179.0,1877857.0,128.523333,36.89462747
263,2018,2018-07-23 13:24,주,월,1,1,0,0,0,경북,칠곡군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1095309.0,1790632.0,128.5589166,36.10800562
264,2018,2018-08-10 10:20,주,금,1,1,0,0,0,경북,칠곡군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1080754.0,1774896.0,128.395617,35.9674691
265,2018,2018-11-23 15:51,주,금,1,1,0,0,0,경북,영천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,특수차,없음,없음,1127359.0,1776227.0,128.9125967,35.97449573
266,2018,2018-02-10 11:35,주,토,1,1,0,0,0,경북,영천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,1123769.0,1771426.0,128.8720402,35.93168442
267,2018,2018-11-14 02:25,야,수,1,1,0,0,0,경북,영천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,없음,없음,1123759.0,1765269.0,128.8709717,35.87618957
268,2018,2018-08-18 15:50,주,토,1,1,0,0,0,경북,영천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1112083.0,1788874.0,128.7449949,36.09036773
269,2018,2018-08-20 19:50,야,월,1,1,0,0,0,경북,경산시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1110881.0,1759138.0,128.7274914,35.82246754
270,2018,2018-05-15 23:20,야,화,1,1,0,0,0,경북,경산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,1110382.0,1755140.0,128.7214164,35.78648512
271,2018,2018-01-08 07:00,주,월,1,2,1,0,0,경북,경산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,승용차,화물차,화물차,1111537.0,1752248.0,128.7337915,35.7602856
272,2018,2018-03-29 00:15,야,목,1,1,0,0,0,경북,경산시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1112305.0,1757479.0,128.7430191,35.80735115
273,2018,2018-03-13 22:04,야,화,1,1,0,0,0,경북,경산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1121776.0,1767550.0,128.8493588,35.89699829
274,2018,2018-02-04 04:00,야,일,1,1,0,0,0,경북,경산시,차량단독,전복,전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,1117870.0,1756660.0,128.8044792,35.79931618
275,2018,2018-05-10 18:00,야,목,1,1,0,0,0,경북,예천군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,이륜차,이륜차,1085138.0,1850825.0,128.4525223,36.65153852
276,2018,2018-03-17 20:55,야,토,1,1,0,0,0,경북,예천군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1072164.0,1832715.0,128.3056861,36.48936387
277,2018,2018-12-22 08:10,주,토,1,1,0,0,0,경북,예천군,차대사람,차도통행중,차도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1089753.0,1846922.0,128.5036914,36.6159344
278,2018,2018-07-17 08:03,주,화,1,1,0,0,0,경북,청도군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,중앙선 침범,기타,기타,승용차,승용차,보행자,보행자,1120382.0,1744406.0,128.8304336,35.68855518
279,2018,2018-03-13 10:05,주,화,1,1,0,0,0,경북,청도군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,기타,기타,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1127659.0,1747289.0,128.911294,35.71362597
280,2018,2018-07-27 02:30,야,금,1,1,0,0,0,경북,성주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1072916.0,1771385.0,128.3083739,35.93643431
281,2018,2018-09-01 14:10,주,토,1,1,0,0,0,경북,성주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1073563.0,1764014.0,128.3148646,35.86993494
282,2018,2018-03-01 14:50,주,목,1,1,0,0,0,경북,울진군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1166608.0,1892374.0,129.3727818,37.01511775
283,2018,2018-06-01 14:30,주,금,1,1,0,0,0,경북,군위군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1112345.0,1796795.0,128.7490353,36.16173425
284,2018,2018-10-27 01:50,야,토,1,3,0,2,0,경북,구미시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,1083329.0,1789572.0,128.4257192,36.09955254
285,2018,2018-08-17 06:25,주,금,1,1,0,0,0,경북,구미시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,1073013.0,1793677.0,128.3115084,36.13738908
286,2018,2018-07-19 20:04,야,목,1,1,0,0,0,경북,구미시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1076604.0,1809655.0,128.3529787,36.28114777
287,2018,2018-08-07 14:05,주,화,1,3,2,0,0,경북,구미시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,건설기계,건설기계,1083491.0,1796825.0,128.4282884,36.16492122
288,2018,2018-05-08 16:40,주,화,1,1,0,0,0,경북,포항시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,자전거,자전거,1168173.0,1779649.0,129.3658201,35.99915037
289,2018,2018-11-17 18:45,야,토,1,1,0,0,0,경북,포항시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,1162673.0,1780493.0,129.3050006,36.00768952
290,2018,2018-03-02 10:20,주,금,1,1,0,0,0,경북,포항시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,1166264.0,1780157.0,129.344757,36.00405561
291,2018,2018-09-21 12:10,주,금,1,2,1,0,0,경북,구미시,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1077571.7,1789009.2,128.3617115,36.09495606
292,2018,2018-09-11 14:15,주,화,1,2,1,0,0,경북,문경시,차대차,추돌,추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,화물차,특수차,특수차,1056126.0,1852528.0,128.1280835,36.66904338
293,2018,2018-10-10 20:40,야,수,2,3,1,0,0,경북,김천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1068433.0,1799030.0,128.2610741,36.18597993
294,2018,2018-06-11 13:05,주,월,1,3,1,1,0,경북,칠곡군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,특수차,승용차,승용차,1083847.0,1780407.0,128.4304998,36.01688856
295,2018,2018-07-23 10:19,주,월,1,1,0,0,0,경북,성주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1067965.0,1769153.0,128.2532988,35.91666928
296,2018,2018-06-11 05:30,야,월,1,4,2,1,0,대구,동구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,없음,없음,1107101.0,1763778.0,128.6862764,35.86471365
297,2018,2018-06-27 22:38,야,수,1,2,1,0,0,경북,고령군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1078511.0,1752987.0,128.368585,35.77014035
298,2018,2018-10-29 09:05,주,월,1,1,0,0,0,경북,고령군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1082769.0,1745868.0,128.4149524,35.70561184
299,2018,2018-05-10 11:50,주,목,1,1,0,0,0,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1094521.0,1683994.0,128.5376644,35.14674081
300,2018,2018-03-14 19:05,야,수,1,1,0,0,0,경남,진주시,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1053518.0,1686888.0,128.0877447,35.17585396
301,2018,2018-07-31 13:55,주,화,1,1,0,0,0,경남,진주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1046465.0,1693004.0,128.0106354,35.23135165
302,2018,2018-07-13 21:02,야,금,1,1,0,0,0,경남,진주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,1054569.0,1682170.0,128.0989746,35.13325653
303,2018,2018-08-12 18:35,야,일,1,1,0,0,0,경남,진주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1059977.0,1685579.0,128.1585795,35.16368629
304,2018,2018-08-31 01:30,야,금,1,1,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1118845.0,1680602.0,128.8041536,35.11358158
305,2018,2018-04-24 11:50,주,화,1,1,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,특수차,보행자,보행자,1109184.0,1684808.0,128.6987152,35.15259393
306,2018,2018-05-09 21:00,야,수,1,1,0,0,0,경남,통영시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,1084301.0,1650622.0,128.4221001,34.84675867
307,2018,2018-11-26 05:50,야,월,1,1,0,0,0,경남,사천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1051263.0,1664010.0,128.061566,34.969683
308,2018,2018-02-01 03:05,야,목,1,1,0,0,0,경남,사천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,없음,없음,1053320.0,1675403.0,128.0848296,35.07230671
309,2018,2018-09-04 22:10,야,화,1,3,2,0,0,경남,밀양시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1114345.0,1716607.0,128.7598003,35.4386825
310,2018,2018-07-30 11:35,주,월,1,1,0,0,0,경남,밀양시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,이륜차,건설기계,건설기계,1106380.0,1712608.0,128.6715405,35.40351552
311,2018,2018-06-29 08:40,주,금,1,1,0,0,0,경남,밀양시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,승용차,승용차,1121426.0,1712002.0,128.8371109,35.39633227
312,2018,2018-05-13 20:20,야,일,1,1,0,0,0,경남,밀양시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1113610.0,1722790.0,128.7525682,35.4945039
313,2018,2018-08-07 16:55,주,화,1,1,0,0,0,경남,밀양시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1108375.0,1711934.0,128.6934172,35.39722442
314,2018,2018-02-16 12:45,주,금,1,3,1,1,0,경남,김해시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1126748.0,1701610.0,128.8940894,35.30199346
315,2018,2018-02-15 13:14,주,목,1,2,0,1,0,경남,김해시,차대사람,기타,기타,운전자법규위반,기타(운전자법규위반),교차로,교차로부근,승용차,승용차,보행자,보행자,1125796.0,1693433.0,128.8823684,35.22840285
316,2018,2018-09-05 23:55,야,수,1,1,0,0,0,경남,김해시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1125033.0,1696464.0,128.874447,35.25582119
317,2018,2018-11-09 05:30,야,금,1,1,0,0,0,경남,김해시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1128729.0,1694234.0,128.9147158,35.23525101
318,2018,2018-05-12 12:50,주,토,1,2,0,1,0,경남,거창군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1036709.0,1752735.0,127.9061248,35.77031908
